코드,종목명,시장,시가총액
488210,KIWOOM K-반도체북미공급망,ETF,52
0174J0,DAISHIN343 오피스리츠플러스,ETF,51
295000,RISE 국채선물10년,ETF,51
490330,KoAct 미국치매&뇌질환치료제액티브,ETF,50
498610,RISE 인도디지털성장,ETF,50
407300,HANARO Fn골프테마,ETF,50
307510,TIGER 의료기기,ETF,50
0015K0,TIGER 미국소비트렌드액티브,ETF,50
267440,RISE 미국장기국채선물(H),ETF,49
205720,ACE 일본TOPIX인버스(합성 H),ETF,47
373790,KIWOOM 미국방어배당성장나스닥,ETF,47
266550,PLUS 중형주저변동50,ETF,47
244660,KODEX 퀄리티Plus,ETF,46
225050,TIGER 유로스탁스레버리지(합성 H),ETF,45
225030,TIGER 미국S&P500선물인버스(H),ETF,44
277650,TIGER 코스피중형주,ETF,44
227550,TIGER 200 산업재,ETF,44
470310,UNICORN 생성형AI강소기업액티브,ETF,43
145670,ACE 인버스,ETF,40
291680,RISE 차이나H선물인버스(H),ETF,40
0079X0,ACE BYD밸류체인액티브,ETF,40
252420,RISE 200선물인버스2X,ETF,40
226380,ACE Fn성장소비주도주,ETF,40
306530,HANARO 코스닥150선물레버리지,ETF,40
238670,PLUS 스마트베타Quality채권혼합,ETF,39
397420,RISE 국채선물5년추종,ETF,39
334690,RISE 팔라듐선물(H),ETF,39
267490,RISE 미국장기국채선물레버리지(합성 H),ETF,37
427120,RISE AI플랫폼,ETF,36
489010,PLUS 글로벌AI인프라,ETF,34
454180,KIWOOM 차이나내수소비TOP CSI,ETF,33
424460,HANARO 글로벌워터MSCI(합성),ETF,32
476000,UNICORN 포스트IPO액티브,ETF,32
280940,KODEX 골드선물인버스(H),ETF,31
227560,TIGER 200 생활소비재,ETF,28
252410,RISE 200선물인버스,ETF,26
253230,KIWOOM 200선물인버스2X,ETF,26
491630,RISE 미국반도체인버스(합성 H),ETF,26
291620,KIWOOM 코스닥150선물인버스,ETF,25
334700,RISE 팔라듐선물인버스(H),ETF,22
275750,RISE 코스닥150선물인버스,ETF,21
253160,PLUS 200선물인버스2X,ETF,18
253240,KIWOOM 200선물인버스,ETF,16
465620,ACE 미국빅테크TOP7 Plus인버스(합성),ETF,16
306520,HANARO 200선물인버스,ETF,13
412560,TIGER BBIG레버리지,ETF,13
422260,VITA MZ소비액티브,ETF,10
301410,PLUS 코스닥150선물인버스,ETF,9
